date,SPRING,SUMMER,FALL,WINTER,modal_season,confidence,liquidity_z,growth_z,inflation_z,liquidity_pillar_z
2005-06-30,0.21183782478589158,0.2591277673521098,0.2910775378290396,0.237956870032959,FALL,0.004859424814892543,-0.7266253248969206,-0.08720132579857244,0.15112518434955896,-0.7266253248969206
2005-07-31,0.2781178323237995,0.24421037628515552,0.22333162558284136,0.2543401658082036,SPRING,0.002240473030290513,-0.6897854967473831,0.06702920599531557,-0.09751112209820706,-0.6897854967473831
2005-08-31,0.25310573959129085,0.2423741785376401,0.2467963603066222,0.25772372156444695,WINTER,0.00019868481359230916,-0.7364177681771035,-0.013560615033026142,-0.03249346509437231,-0.7364177681771035
2005-09-30,0.13843519252695305,0.26818748807450765,0.39136128003113513,0.20201603936740417,FALL,0.05002856266424538,-0.787223324022914,-0.2834586037006656,0.4959630196208005,-0.787223324022914
2005-10-31,0.06945269938449855,0.2981119250376443,0.5129343651387109,0.11950101043914622,FALL,0.1759693303095924,-0.7972072117218919,-0.4070091678158841,1.0926173001693151,-0.7972072117218919
2005-11-30,0.07980280009166679,0.30932040751181705,0.48559596207931316,0.125280830317203,FALL,0.15189451725433134,-0.5964493387605625,-0.33824945040296767,1.0161142983569433,-0.5964493387605625
2005-12-31,0.18345347313251248,0.32703894394349065,0.3135953397481326,0.1759122431758643,SUMMER,0.029081125979908973,-0.4465181352482,0.03148187292424083,0.433588631625796,-0.4465181352482
2006-01-31,0.30520525932508397,0.2839310170585349,0.19801353200476512,0.21285019161161597,SPRING,0.011994530786176516,-0.3697892959475158,0.2702969543684507,-0.05418991550634539,-0.3697892959475158
2006-02-28,0.31987123440417287,0.2780514322890554,0.18697765554733728,0.21509967775943448,SPRING,0.015689409525894482,-0.23740494182707939,0.2976127381119055,-0.10508431313437086,-0.23740494182707939
2006-03-31,0.2905815519636547,0.3103777710416343,0.20609274395011448,0.19294793304459654,SUMMER,0.015198112209071968,-0.34164713959819415,0.3070979182562814,0.04942942896487417,-0.34164713959819415
2006-04-30,0.26789149679168256,0.30518070177082,0.2273537721337542,0.1995740293037432,SUMMER,0.009259155941668706,-0.3504566668287231,0.22079759558330816,0.0977415226331723,-0.3504566668287231
2006-05-31,0.2592773709866747,0.264004440447135,0.24051231262661313,0.23620587593957718,SUMMER,0.0008117181153675102,-0.4179790734809443,0.06989597901928038,0.013550627825463847,-0.4179790734809443
2006-06-30,0.20052710422816092,0.2927364372943183,0.3007321908365479,0.20600426764097288,FALL,0.012743864138635042,-0.5443863266275493,-0.0202105983642729,0.2837424389881045,-0.5443863266275493
2006-07-31,0.19620208645174153,0.2766692085999937,0.3084143257467554,0.21871437920150924,FALL,0.01155726327845863,-0.41238110755945406,-0.08146611949267649,0.25775806380436483,-0.41238110755945406
2006-08-31,0.2032446471336741,0.25110668077056947,0.3015640507728657,0.24408462132289074,FALL,0.007020248510491878,-0.5646960592619487,-0.13732842161543413,0.15860059508249189,-0.5646960592619487
2006-09-30,0.2714966291335889,0.16701132847901734,0.21385138012104224,0.3476406622663515,WINTER,0.026144532828425993,-0.5662538385858327,-0.18541473226477928,-0.3644160586972085,-0.5662538385858327
2006-10-31,0.3483783014249452,0.06924746697086455,0.09656477980897124,0.485809451795219,WINTER,0.18581683787177272,-0.5291873185393313,-0.24939563259386754,-1.2117017970286528,-0.5291873185393313
2006-11-30,0.38889984492775553,0.06536825091842367,0.07852970607250306,0.46720219808131785,WINTER,0.2058430459815357,-0.061284928929853634,-0.1375802204133573,-1.3374638713420803,-0.061284928929853634
2006-12-31,0.40927918610523645,0.06521377779689992,0.07222509434273035,0.4532819417551333,WINTER,0.2121930641422407,0.12257094593398044,-0.07658759255493401,-1.3775450754564176,0.12257094593398044
2007-01-31,0.3563834625525927,0.16160402280059938,0.15038039259586328,0.3316321220509447,SPRING,0.05274145396519547,0.014648315769411306,0.053985753530059286,-0.5931436903554538,0.014648315769411306
2007-02-28,0.3570831592410093,0.24906147412158663,0.16183298969625592,0.23202237694114813,SPRING,0.027894852976197093,0.06880524054964274,0.3233511557672844,-0.27020170776577385,0.06880524054964274
2007-03-31,0.30646323451769714,0.3491468500334542,0.18340574221730369,0.16098417323154499,SUMMER,0.03705099861332206,0.012380648225040843,0.482843803728507,0.09779610891703282,0.012380648225040843
2007-04-30,0.31774016897572654,0.36825983274678875,0.16856207953033195,0.14543791874715276,SUMMER,0.05308938568953392,0.1767494669330463,0.5861134873607283,0.1106660896280074,0.1767494669330463
2007-05-31,0.2973593339411854,0.3283155970637568,0.19642269880567356,0.17790237018938423,SUMMER,0.02391566599251116,0.08797888338167202,0.38527977625545134,0.07427553440286186,0.08797888338167202
2007-06-30,0.2599470537373647,0.3320732077515679,0.2288420672027096,0.17913767130835778,SUMMER,0.017652953323034848,0.008502457667140749,0.2792425103455806,0.18365810930854432,0.008502457667140749
2007-07-31,0.2561286569449573,0.3205939692962209,0.2352953867113801,0.1879819870474417,SUMMER,0.013041730505333748,-0.07946247920345699,0.2320003048234588,0.16837165866940082,-0.07946247920345699
2007-08-31,0.31247618607581,0.26406220573776507,0.19395101504207526,0.22951059314434957,SPRING,0.011031118033801302,-0.7617769874319575,0.23143430684117883,-0.12625766889774112,-0.7617769874319575
2007-09-30,0.32347507445593654,0.24495708750922657,0.1859775145413854,0.2455903234934515,SPRING,0.01368108641435728,-0.7465570891930329,0.20659294900279127,-0.2085292643978645,-0.7465570891930329
2007-10-31,0.2150215784900557,0.3075653104955804,0.28097856034775065,0.19643455066661325,SUMMER,0.012106892419873283,-0.556779732424665,0.06780681586655297,0.2684618012915315,-0.556779732424665
2007-11-30,0.10302391441200177,0.29263352338107346,0.44697982753517485,0.15736273467174985,FALL,0.10215855966696319,-0.22128185922766372,-0.3176943092511929,0.7829699344995349,-0.22128185922766372
2007-12-31,0.06608398081106431,0.27005107008422696,0.5333494362448497,0.13051551285985902,FALL,0.18192658379865168,-0.2612814015336853,-0.5104242918681734,1.055763539906807,-0.2612814015336853
2008-01-31,0.0850470605029255,0.20939616706576986,0.5017635658131822,0.20379320661812256,FALL,0.12919483686628352,-0.4191102959905976,-0.6554257728036534,0.6757674282347322,-0.4191102959905976
2008-02-29,0.06798591451040452,0.20762084605786452,0.5457019157995533,0.1786913236321776,FALL,0.17231774961464874,-0.4037097146353142,-0.7247694930884476,0.837309762465435,-0.4037097146353142
2008-03-31,0.09211788410679174,0.1233034562272071,0.44907928002367653,0.3354993796423246,FALL,0.13172606267335596,-0.2157967989249951,-0.9694132511602267,0.21868450125626293,-0.2157967989249951
2008-04-30,0.09420313669584733,0.12029674660550553,0.44052755200961086,0.3449725646890363,FALL,0.13035237346061979,-0.09415902824319036,-0.9735085589575851,0.18338107448912394,-0.09415902824319036
2008-05-31,0.10573973553313584,0.1595361831112306,0.4418609732024852,0.2928631081531483,FALL,0.09763433061067994,0.3231120155333229,-0.7640434068556118,0.30846750012040514,0.3231120155333229
2008-06-30,0.07012999706689785,0.17738657218756312,0.5392788725617124,0.21320455818382664,FALL,0.1663635572296862,0.36235668671235344,-0.8339260883904039,0.6959855654959239,0.36235668671235344
2008-07-31,0.08051095455383113,0.16884502411429947,0.508279402643546,0.24236461868832343,FALL,0.1411315267156662,0.1675687232164459,-0.8265375183407595,0.5554410154126559,0.1675687232164459
2008-08-31,0.10321728784585714,0.1412795034478731,0.43655835978258806,0.3189448489236817,FALL,0.10755722940254375,-0.22702947543635182,-0.8461363826605494,0.2354278989589072,-0.22702947543635182
2008-09-30,0.10506094618287819,0.06365199065926473,0.31362785432868084,0.5176592088291763,WINTER,0.19457488832065695,-0.10573110906198667,-1.1960823795990243,-0.37583251650255867,-0.10573110906198667
2008-10-31,0.07729014171141857,0.009745573931060073,0.10222654991626368,0.8107377344412576,WINTER,0.533833389220194,-0.029560466168127426,-1.762783651347118,-1.5530648913508576,-0.029560466168127426
2008-11-30,0.05739152377679072,0.002384995541770076,0.037513539350500356,0.9027099413309388,WINTER,0.7158080366734537,0.1314030095147889,-2.0666284965754853,-2.385524525975752,0.1314030095147889
2008-12-31,0.04500227670514655,0.0014915673484080716,0.030589396890427237,0.9229167590560181,WINTER,0.7619825706167138,0.3010222243714821,-2.2656194724697194,-2.5551642023767442,0.3010222243714821
2009-01-31,0.03689721347040145,0.0024913781788655554,0.06075988505618129,0.8998515232945518,WINTER,0.7101499523239398,0.5870530782100832,-2.3955703073322527,-2.0214749922296664,0.5870530782100832
2009-02-28,0.030673963391677498,0.0032925012475783304,0.09364137993630887,0.8723921554244353,WINTER,0.6634453486025458,0.534364072358733,-2.510868634181456,-1.6738249974098889,0.534364072358733
2009-03-31,0.03616039605644221,0.006917633453767334,0.15366616140453385,0.8032558090852566,WINTER,0.5540322862459623,0.5957724545098815,-2.3255315561956156,-1.2404180727474445,0.5957724545098815
2009-04-30,0.06624074761969785,0.0330660495080302,0.29990259377124867,0.6007906091010232,WINTER,0.3076374773513364,0.8187420480414469,-1.6537130048458348,-0.5210915513742697,0.8187420480414469
2009-05-31,0.0703142343397144,0.13908631864030008,0.5251254833866731,0.26547396363331244,FALL,0.16946674198041,0.8736955219940695,-0.9964068841519896,0.5115903596583431,0.8736955219940695
2009-06-30,0.08278225928588683,0.235258228086473,0.5044533414378,0.1775061711898402,FALL,0.13529043785313366,0.7751477765790993,-0.5720936977318473,0.7833524813829973,0.7751477765790993
2009-07-31,0.1281571525900172,0.33744656644685833,0.3873040157539955,0.1470922652091289,FALL,0.07725981911306823,0.31840670462208903,-0.10335208418636027,0.7261124330135145,0.31840670462208903
2009-08-31,0.2224681524271295,0.42729963592570985,0.23031935286552277,0.11991285878163792,SUMMER,0.06932288266973552,-0.022406174888187087,0.463513990525689,0.4895261508095442,-0.022406174888187087
2009-09-30,0.23727282796453017,0.4773678916665618,0.19061516408904375,0.09474411627986425,SUMMER,0.11018767616672986,-0.1963104437103441,0.688523180374188,0.5243076023135654,-0.1963104437103441
2009-10-31,0.18140831177844072,0.47573754629886583,0.24820758772478976,0.09464655419790372,SUMMER,0.11122839529361628,-0.2808410106357834,0.4879506641504135,0.7230869790363057,-0.2808410106357834
2009-11-30,0.15361038458494816,0.5123747854777092,0.25697385546801016,0.07704097446933253,SUMMER,0.1509395673546342,-0.2780030683459661,0.5175615075887038,0.9034777003042784,-0.2780030683459661
2009-12-31,0.12478760323588182,0.6158781470121918,0.21564153214931084,0.04369271760261558,SUMMER,0.26002167735875625,-0.4418823350199759,0.7870737562425331,1.1973270095387543,-0.4418823350199759
2010-01-31,0.13164932342469765,0.6073982021900156,0.2144680258104144,0.046484448574872266,SUMMER,0.24792118079305403,-0.32781598020070907,0.7807679469945055,1.1467821345225526,-0.32781598020070907
2010-02-28,0.14046025751283533,0.4932621229592057,0.28509467515764375,0.08118294437031523,SUMMER,0.1445361887790535,-0.29073249706466964,0.4111645527585825,0.9420871036766879,-0.29073249706466964
2010-03-31,0.19933397944099687,0.37272336446392806,0.27882559026092224,0.14911706583415282,SUMMER,0.04117844899832124,-0.1395785777222594,0.21768752431329338,0.4693910907258065,-0.1395785777222594
2010-04-30,0.2606798629178989,0.36574266509215725,0.21811670895367186,0.155460763036272,SUMMER,0.03350400075164417,-0.09435189642436759,0.3876747776716907,0.25397768225131706,-0.09435189642436759
2010-05-31,0.356101661628059,0.33088281481498866,0.15076244233576663,0.16225308122118579,SPRING,0.05217427308062794,-0.2698729168974676,0.589544182856528,-0.05508898316695323,-0.2698729168974676
2010-06-30,0.37104900457348305,0.23853339192296846,0.1527728421381344,0.23764476136541407,SPRING,0.034647075150997075,-0.2984749068166313,0.3341678867649591,-0.33136862481960966,-0.2984749068166313
2010-07-31,0.40213310556664045,0.18738942031567427,0.13047700902087409,0.28000046509681126,SPRING,0.0606016614578917,-0.4009761563975044,0.27149390847116794,-0.5726956718034357,-0.4009761563975044
2010-08-31,0.3380184249845043,0.136916583790717,0.15136829995327608,0.3736966912715026,WINTER,0.06765905885208912,-0.3103813009639375,-0.07525805752253081,-0.677796407129117,-0.3103813009639375
2010-09-30,0.28846210634135133,0.1268366948983185,0.17857399860647868,0.4061272001538514,WINTER,0.0664980633223966,-0.2719015464059562,-0.25657701094036395,-0.616247503553303,-0.2719015464059562
2010-10-31,0.24562119142707375,0.15182467621285184,0.23017621642292366,0.37237791593715086,WINTER,0.03556007899605662,-0.15456002285770404,-0.3120890735901134,-0.36079805078660726,-0.15456002285770404
2010-11-30,0.2729873895823973,0.24659252461833578,0.22800727779640476,0.25241280800286214,SPRING,0.001484416200261296,-0.01780847567282287,0.058769795903879415,-0.07626624422676972,-0.01780847567282287
2010-12-31,0.29874107701028585,0.4040688132420249,0.17086449211735621,0.126325617630333,SUMMER,0.06921686196470411,0.0642863815145577,0.6455357960015164,0.22650596865899583,0.0642863815145577
2011-01-31,0.2738291398017555,0.4619177975417348,0.1659037727519166,0.09834928990459314,SUMMER,0.10728660144291868,0.00782680416959151,0.7679842573450957,0.39216196000121506,0.00782680416959151
2011-02-28,0.20625643813068048,0.5287123957433405,0.1906547003503772,0.0743764657756018,SUMMER,0.15472214253090344,0.029773164689838608,0.7649855012458632,0.7059932765724042,0.029773164689838608
2011-03-31,0.16956045390690927,0.545322451211896,0.21749121702272162,0.06762587785847302,SUMMER,0.17367014066504805,0.036035215490396365,0.6894141038223099,0.8761258123912098,0.036035215490396365
2011-04-30,0.15977250190670467,0.5442771734548691,0.22878926276690537,0.06716106187152082,SUMMER,0.1755442380238279,0.0513380853748447,0.6499929728917269,0.9192807650871828,0.0513380853748447
2011-05-31,0.1939885919958947,0.47402867884809374,0.23557674534879114,0.09640598380722044,SUMMER,0.10691514734124319,-0.01080013758144106,0.5244233106077585,0.670101352930723,-0.01080013758144106
2011-06-30,0.21246700076000405,0.3735680305341338,0.263881969185483,0.15008299952037915,SUMMER,0.03834242646362318,-0.02428997586803993,0.26069866092228305,0.42323508416498556,-0.02428997586803993
2011-07-31,0.207346984239268,0.28736612350569185,0.29350816303906274,0.21177872921597743,FALL,0.009518071985534227,0.05199658625634779,-0.015861267905336197,0.2447725890958708,0.05199658625634779
2011-08-31,0.22037768489305723,0.19326526163283486,0.2739620010487431,0.3123950524253649,WINTER,0.012363737216171788,0.2657325944068424,-0.26169431744786614,-0.09845937454981209,0.2657325944068424
2011-09-30,0.22787617504746896,0.10899045865478925,0.21455140554515753,0.4485819607525842,WINTER,0.08500986064742233,0.438651201539164,-0.5079667645699029,-0.5531565348067569,0.438651201539164
2011-10-31,0.24764584671773657,0.1410319344864797,0.2218185841347011,0.3895036346610827,WINTER,0.045517552888041934,0.5067828043573409,-0.3396551315665362,-0.42226000324906454,0.5067828043573409
2011-11-30,0.2628792998702949,0.19722805510627,0.23142854638690896,0.3084640986365262,WINTER,0.009666648038132775,0.5365605576000338,-0.11993285373278642,-0.21550071874305052,0.5365605576000338
2011-12-31,0.2926652761261074,0.20854691563756525,0.20753816582010517,0.2912496424162222,SPRING,0.010209402104997545,0.5991093263006619,0.003636582415864252,-0.2541491420273553,0.5991093263006619
2012-01-31,0.3673392892824695,0.22587566029994605,0.15488962631150516,0.25189542410607924,SPRING,0.0333188957211874,0.5274258525876896,0.2829539229413214,-0.36472593204356335,0.5274258525876896
2012-02-29,0.35619220885505865,0.3342929401372366,0.14984917446886156,0.15966567653884312,SPRING,0.054056537386725334,0.47146698977514806,0.6017912926203327,-0.047589617105963954,0.47146698977514806
2012-03-31,0.31735429282306477,0.45072933388592124,0.13609392104683235,0.09582245224418165,SUMMER,0.12026223889278742,0.1748439975270663,0.898141327073411,0.26313616499543097,0.1748439975270663
2012-04-30,0.33120404840541995,0.37725140165744653,0.1552470096738097,0.13629754026332383,SUMMER,0.06617072502681753,-0.008446718588326364,0.665920765375292,0.09763287541407648,-0.008446718588326364
2012-05-31,0.3666528709797749,0.24451459732033334,0.15556330276885574,0.233269228931036,SPRING,0.03248092459766283,-0.16951718112374173,0.33916670200004206,-0.30385540120160753,-0.16951718112374173
2012-06-30,0.36529291906355743,0.2069486116736262,0.15469695328043612,0.27306151598238027,SPRING,0.03553528016353091,-0.21616664760820897,0.21825183498708037,-0.4261717800437496,-0.21616664760820897
2012-07-31,0.32873482691918604,0.19495792709434423,0.17731746835500212,0.29898977763146767,SPRING,0.02460855866673195,-0.11560812623641842,0.0711315332146028,-0.3918507388311527,-0.11560812623641842
2012-08-31,0.31097444880356373,0.20972538466359011,0.19305059332569371,0.2862495732071524,SPRING,0.014342700272131026,-0.08295218614088659,0.06213501504615737,-0.29543382581420147,-0.08295218614088659
2012-09-30,0.2708416559853908,0.22781516759869985,0.22904244834903897,0.27230072806687033,WINTER,0.002691182945733117,-0.035532488633276856,-0.004029538940791136,-0.1297497923231265,-0.035532488633276856
2012-10-31,0.2699033475229212,0.24110214826654947,0.23071694223865558,0.2582775619718737,SPRING,0.001321098035764856,0.016635602677878978,0.03302182090277838,-0.08463242051581495,0.016635602677878978
2012-11-30,0.24523714291153198,0.2869573297592991,0.25223904392567487,0.21556648340349405,SUMMER,0.0037151339804933903,0.10585436929603137,0.09671722726164929,0.11783089144185689,0.10585436929603137
2012-12-31,0.261945033474399,0.31546044257216643,0.23088082999783222,0.19171369395560234,SUMMER,0.011781584033162873,0.18101560687998988,0.23409870303735172,0.13942395611174171,0.18101560687998988
2013-01-31,0.2891083469139481,0.37519057565065034,0.18960121145956535,0.1460998659758362,SUMMER,0.04575076258417676,0.29628175596680456,0.5118833394446496,0.19547443345826285,0.29628175596680456
2013-02-28,0.35372348255746716,0.36277656967346444,0.14354100636006767,0.13995894140900073,SUMMER,0.06996957462188003,0.3342981539328146,0.6953747859253854,0.018953736779706985,0.3342981539328146
2013-03-31,0.34785966980851196,0.37658148098677274,0.1432419450753237,0.1323169041293916,SUMMER,0.07590276841351074,0.3004992069445146,0.7249494874616217,0.05950146751285426,0.3004992069445146
2013-04-30,0.37499973892010047,0.309533920358429,0.14264825675272302,0.17281808396874748,SPRING,0.05361235170055667,0.2464774297683568,0.5810143696994478,-0.14389323476769472,0.2464774297683568
2013-05-31,0.4138045178539879,0.27906662839036017,0.12370180828508551,0.1834270454705664,SPRING,0.06881081308732451,0.20252110481917263,0.610182500357041,-0.2954573388536826,0.20252110481917263
2013-06-30,0.42375268620872875,0.24466014295933922,0.12137134578969112,0.21021582504224087,SPRING,0.06794203988296876,0.12506266292040416,0.5257614424183428,-0.41195994140490994,0.12506266292040416
2013-07-31,0.36838472853518756,0.27571153758882383,0.15234798097969335,0.20355575289629527,SPRING,0.037877369193558885,0.013125167917758897,0.4448909345012243,-0.21732951340114645,0.013125167917758897
2013-08-31,0.30992096879924447,0.3170198683839325,0.18864167028420017,0.18441749253262288,SUMMER,0.02355020810128261,0.008707889353577027,0.3893363678290389,0.016985341937893507,0.008707889353577027
2013-09-30,0.3555746324129349,0.3178589853988848,0.1541385166440046,0.1724278655441756,SPRING,0.04544200201296522,0.1432480262389414,0.5428171390638251,-0.08409549103868205,0.1432480262389414
2013-10-31,0.40780587805895147,0.2895327609487832,0.1256640240175118,0.1769973369747536,SPRING,0.06816566977291494,0.21867741476993663,0.6259924387418678,-0.2568921131998884,0.21867741476993663
2013-11-30,0.41651027896038406,0.26983458091168605,0.12331264971226197,0.19034249041566786,SPRING,0.06792585319043953,0.2952165077303418,0.5873145825623203,-0.32557652454417013,0.2952165077303418
2013-12-31,0.38689159980832816,0.3218899677095177,0.1322555440548145,0.15896288842733958,SPRING,0.06789273662166595,0.25683678196762727,0.6671053358096233,-0.1379510834852136,0.25683678196762727
2014-01-31,0.3691233419612246,0.3188866579649882,0.14460465466010144,0.16738534541368574,SPRING,0.05419604173434156,0.20049716039272392,0.593124177265428,-0.10972133458592381,0.20049716039272392
2014-02-28,0.35007821942416895,0.35060872390537723,0.1497698363676938,0.14954322030276002,SUMMER,0.059775425118473446,0.11270437887854214,0.6379283726391587,0.0011356810362159145,0.11270437887854214
2014-03-31,0.36017556996863215,0.3235148124560728,0.1496742520276617,0.1666353655476334,SPRING,0.050876012437229945,0.08282023640302827,0.5780877161409242,-0.08051002943461792,0.08282023640302827
2014-04-30,0.3415018615129353,0.35374901822620025,0.15505870648884085,0.14969041377202358,SUMMER,0.05660245141392484,0.05153368439153251,0.6185879076520528,0.026425907726812456,0.05153368439153251
2014-05-31,0.2962397546067744,0.3741350769915179,0.1839632574872895,0.14566191091441824,SUMMER,0.047609239027356254,-0.020422642499510184,0.532410637901808,0.1750858442924586,-0.020422642499510184
2014-06-30,0.24693550344156404,0.39396624054023055,0.22073990473033303,0.1383583512878724,SUMMER,0.04818630950044833,0.035346253803747237,0.4344600862247928,0.3503535291437209,0.035346253803747237
2014-07-31,0.2689311523261102,0.37619317084866855,0.2069396569407889,0.14793601988443236,SUMMER,0.04084339996266362,0.06714533524924177,0.44825664398808135,0.25173551713937947,0.06714533524924177
2014-08-31,0.32783921082204037,0.32452920639856986,0.1729338801518393,0.17469770262755047,SPRING,0.034041758476891615,0.07822756076738169,0.47209965796171915,-0.007610805659369506,0.07822756076738169
2014-09-30,0.3778538490955015,0.24538880828243498,0.1483403522259581,0.22841699039610544,SPRING,0.038558203607256814,-0.020121415085639558,0.3775009608449107,-0.32374766477534456,-0.020121415085639558
2014-10-31,0.4097468884084903,0.20514778499205175,0.1284829876694291,0.25662233893002884,SPRING,0.05991946229929357,-0.11477375872562429,0.3509505884401605,-0.5188567514278238,-0.11477375872562429
2014-11-30,0.4265390649607399,0.16119557627978695,0.11307033382473355,0.2991950249347396,SPRING,0.08740286989552237,-0.1538730705544932,0.2659562542108649,-0.7298141773163175,-0.1538730705544932
2014-12-31,0.47767859706983046,0.13120528658575167,0.08427961966275815,0.30683649668165974,SPRING,0.1413235028035874,-0.24546853654690828,0.3319673202396127,-0.9691312091032342,-0.24546853654690828
2015-01-31,0.5105712118306633,0.10905185641637684,0.06694523278963459,0.31343169896332523,SPRING,0.18522539739291344,-0.25874716002417886,0.3659614889750316,-1.1577799545907717,-0.25874716002417886
2015-02-28,0.5122024205564686,0.11597117727099063,0.06864526899812573,0.3031811331744151,SPRING,0.17893161129089796,-0.2931025109374406,0.39329210505264445,-1.1140336583454502,-0.2931025109374406
2015-03-31,0.46226146526810885,0.12700422624210683,0.0885254203534901,0.3222088881362942,SPRING,0.1355976051473743,-0.14378455947674917,0.270697962749646,-0.9689327323003762,-0.14378455947674917
2015-04-30,0.34275946272669783,0.1740872110905549,0.16273842774892203,0.32041489843382526,SPRING,0.0395352201333139,-0.10645141227989979,0.05055915953545987,-0.5081044046213709,-0.10645141227989979
2015-05-31,0.29766835640493805,0.22157662894389715,0.2051518618378467,0.27560315281331804,SPRING,0.008307842210918515,-0.12429233169610934,0.05776349243582904,-0.22140861341094617,-0.12429233169610934
2015-06-30,0.2605092505453415,0.2788895786237175,0.23814821149040896,0.22245295934053202,SUMMER,0.0026606479068093103,-0.15873377635529695,0.11844203305022549,0.05113316748428657,-0.15873377635529695
2015-07-31,0.3026141259440555,0.2885259769555653,0.19955794010623953,0.20930195699413964,SPRING,0.012255905180628246,-0.16255006941400146,0.276510376929849,-0.03575501912495562,-0.16255006941400146
2015-08-31,0.30658955321473114,0.26610438937864866,0.19854936297924253,0.22875669442737767,SPRING,0.009454824664507422,-0.19849707900087607,0.21963819289664546,-0.10621591483201709,-0.19849707900087607
2015-09-30,0.3006361483639476,0.2209829335372162,0.20266516754795072,0.2757157505508855,SPRING,0.009117851655964682,-0.21822751933212317,0.06489770881424095,-0.23086143705375975,-0.21822751933212317
2015-10-31,0.32210906755643576,0.20741058092536843,0.18428514088597367,0.2861952106322221,SPRING,0.018315338227842037,-0.18971655331092613,0.08866205600094021,-0.33014242186453535,-0.18971655331092613
2015-11-30,0.3380173903182775,0.21560090041267949,0.17383872617194052,0.27254298309710245,SPRING,0.02193713684973031,-0.28260613035529114,0.16147575525363958,-0.3372512471010154,-0.28260613035529114
2015-12-31,0.33378015433337305,0.2101961229076244,0.17621065933979585,0.27981306341920675,SPRING,0.021572891738925848,-0.32285283699499445,0.13227060460252743,-0.34683115665084424,-0.32285283699499445
2016-01-31,0.2848627237502016,0.19239019133277568,0.21072980071447223,0.3120172842025505,WINTER,0.014373531116888882,-0.4232865580279716,-0.0682883933881512,-0.2943613776320917,-0.4232865580279716
2016-02-29,0.26090543655124476,0.19348559459185966,0.23232737558299388,0.3132815932739017,WINTER,0.010974814480451678,-0.3561011242606629,-0.1372083116279717,-0.2242162248470743,-0.3561011242606629
2016-03-31,0.24468929686419127,0.25284987571843565,0.2553510653370037,0.2471097620803694,FALL,0.00010576995496780484,-0.305281791765861,-0.007382541860836014,0.024605029753906965,-0.305281791765861
2016-04-30,0.2056426063228763,0.26413044080738435,0.29812071945159313,0.23210623341814626,FALL,0.006924225029112274,-0.22133561206496682,-0.09079157116231931,0.18772750033543056,-0.22133561206496682
2016-05-31,0.20156932537299044,0.2705062985392143,0.30250845765061657,0.22541591843717865,FALL,0.008844358607843716,-0.15797767524805706,-0.08386039007788336,0.22062151056455412,-0.15797767524805706
2016-06-30,0.19657236345220946,0.25445528107786286,0.30971253471751026,0.23925982075241745,FALL,0.009422280581490305,-0.10353409958427111,-0.14738958915504227,0.193570861749955,-0.10353409958427111
2016-07-31,0.23043869190089572,0.2992912918008731,0.26569710041626493,0.20457291588196624,SUMMER,0.007386393206224362,-0.056440478991081997,0.08929528463138772,0.19607435317200406,-0.056440478991081997
2016-08-31,0.23500391874030133,0.32419278710534444,0.2555545249162519,0.18524876923810232,SUMMER,0.014281754656807033,-0.059865445918182644,0.17842692684792263,0.2413021284534591,-0.059865445918182644
2016-09-30,0.22834659096401716,0.34803105606562584,0.25579363744773426,0.16782871552262274,SUMMER,0.02411442695770072,-0.04351342131093807,0.23094052625783298,0.3160703301269192,-0.04351342131093807
2016-10-31,0.22723909053929006,0.3670303858948289,0.250585696454166,0.15514482711171504,SUMMER,0.03304374397678056,-0.08640915122431121,0.2862327572595297,0.35958143587762886,-0.08640915122431121
2016-11-30,0.21350989464912679,0.4543578247666114,0.2259532781028179,0.10617900248144392,SUMMER,0.08943354001796733,-0.1329776665677252,0.5239176030326196,0.5664014034970904,-0.1329776665677252
2016-12-31,0.2011107648173021,0.4934344504505069,0.2170080658948746,0.08844671883731642,SUMMER,0.12199706898751361,-0.091852145495893,0.6160916260083221,0.6731506493979849,-0.091852145495893
2017-01-31,0.17794585769631346,0.4941675099425002,0.24107677135865727,0.08680986100252903,SUMMER,0.12670453929241143,-0.22501530530253097,0.5383193344079655,0.7660464111638873,-0.22501530530253097
2017-02-28,0.18960961540964943,0.48231137241058025,0.23549828252405786,0.09258072965571246,SUMMER,0.1143150861409934,-0.26266252200977835,0.5376647143464675,0.7002169527095845,-0.26266252200977835
2017-03-31,0.22105533163218657,0.461791845436267,0.214482233075408,0.10267058985613846,SUMMER,0.09517716245558239,-0.2987486912581939,0.575165499822858,0.552525899244305,-0.2987486912581939
2017-04-30,0.2767434949804396,0.4208323398143886,0.18244592589297248,0.1199782393121993,SUMMER,0.07338268691506111,-0.31908318666467106,0.6268355092502345,0.3143575840260642,-0.31908318666467106
2017-05-31,0.3107874471386145,0.3059632684702217,0.19012576835916362,0.19312351603200018,SPRING,0.019869767003398597,-0.3374719048146295,0.3568344488701151,-0.01173312880325657,-0.3374719048146295
2017-06-30,0.34061488317485616,0.23203955143780547,0.17316040408992034,0.254185161297418,SPRING,0.0206869259554725,-0.5244394177962727,0.21951711095915732,-0.2878834700503576,-0.5244394177962727
2017-07-31,0.3297728422843476,0.21504564604741963,0.17966497896438718,0.2755165327038455,SPRING,0.019015683584938325,-0.4541966854456014,0.13481731808504444,-0.32066531094688977,-0.4541966854456014
